state,updatedon,totaltested,positive
Maharashtra,15/07/2020,1413185,280751
Maharashtra,16/07/2020,1450129,288696
Maharashtra,17/07/2020,1487738,296780
Maharashtra,18/07/2020,1526037,305541
Maharashtra,19/07/2020,1568229,315387
Maharashtra,20/07/2020,1603802,324210
Maharashtra,21/07/2020,1643981,332831
Maharashtra,22/07/2020,1691546,342936
Maharashtra,23/07/2020,1741992,352760
Maharashtra,24/07/2020,1790610,362416
Maharashtra,25/07/2020,1840445,371731
Maharashtra,26/07/2020,1890256,381452
Manipur,14/04/2020,276,2
Manipur,17/04/2020,311,2
Manipur,24/04/2020,402,2
Manipur,25/04/2020,416,2
Manipur,30/04/2020,459,2
Manipur,01/05/2020,461,2
Manipur,02/05/2020,468,2
Manipur,04/05/2020,571,2
Manipur,07/05/2020,684,2
Manipur,08/05/2020,756,2
Manipur,09/05/2020,865,2
Manipur,10/05/2020,1096,2
Manipur,11/05/2020,1337,2
Manipur,13/05/2020,1706,2
Manipur,15/05/2020,1799,3
Manipur,16/05/2020,1900,4
Manipur,18/05/2020,2483,7
Manipur,20/05/2020,3087,20
Manipur,22/05/2020,3721,26
Manipur,23/05/2020,4094,29
Manipur,25/05/2020,5041,36
Manipur,26/05/2020,6233,39
Manipur,27/05/2020,6836,44
Manipur,28/05/2020,7758,55
Manipur,29/05/2020,8596,59
Manipur,03/06/2020,12454,118
Manipur,05/06/2020,14629,132
Manipur,07/06/2020,17028,172
Manipur,09/06/2020,18612,304
Manipur,10/06/2020,19756,311
Manipur,11/06/2020,20528,366
Manipur,13/06/2020,24046,449
Manipur,14/06/2020,25226,458
Manipur,15/06/2020,26458,490
Manipur,17/06/2020,29865,552
Manipur,18/06/2020,30476,606
Manipur,19/06/2020,32093,681
Manipur,21/06/2020,35943,841
Manipur,22/06/2020,38286,898
Manipur,23/06/2020,40829,921
Manipur,24/06/2020,43477,970
Manipur,25/06/2020,45253,1056
Manipur,27/06/2020,48220,1092
Manipur,29/06/2020,49882,1227
Manipur,02/07/2020,53030,1279
Manipur,03/07/2020,53608,1316
Manipur,04/07/2020,54483,1325
Manipur,06/07/2020,56584,1390
Manipur,07/07/2020,57769,1430
Manipur,09/07/2020,59740,1450
Manipur,10/07/2020,60887,1582
Manipur,11/07/2020,61897,1593
Manipur,12/07/2020,63534,1609
Manipur,15/07/2020,65866,1700
Manipur,17/07/2020,68554,1800
Manipur,18/07/2020,70195,1891
Manipur,19/07/2020,71016,1911
Manipur,20/07/2020,71703,1925
Manipur,21/07/2020,73053,2015
Manipur,22/07/2020,73866,2060
Manipur,23/07/2020,74614,2115
Manipur,24/07/2020,75932,2146
Manipur,25/07/2020,76992,2176
Manipur,26/07/2020,78368,2235
Meghalaya,16/04/2020,552,7
Meghalaya,17/04/2020,617,9
Meghalaya,18/04/2020,738,11
Meghalaya,19/04/2020,766,11
Meghalaya,20/04/2020,838,11
Meghalaya,21/04/2020,933,12
Meghalaya,22/04/2020,1046,12
Meghalaya,23/04/2020,1109,12
Meghalaya,24/04/2020,1130,12
Meghalaya,25/04/2020,1169,12
Meghalaya,27/04/2020,1254,12
Meghalaya,28/04/2020,1382,12
Meghalaya,29/04/2020,1397,12
Meghalaya,30/04/2020,1595,12
Meghalaya,02/05/2020,1707,12
Meghalaya,04/05/2020,1884,12
Meghalaya,05/05/2020,1944,12
Meghalaya,07/05/2020,2054,12
Meghalaya,09/05/2020,2287,12
Meghalaya,10/05/2020,2287,13
Meghalaya,11/05/2020,2480,13
Meghalaya,15/05/2020,2712,13
Meghalaya,18/05/2020,2896,13
Meghalaya,19/05/2020,3104,13
Meghalaya,20/05/2020,3419,13
Meghalaya,22/05/2020,3682,14
Meghalaya,26/05/2020,6553,15
Meghalaya,27/05/2020,6685,20
Meghalaya,31/05/2020,7781,27
Meghalaya,01/06/2020,8127,27
Meghalaya,02/06/2020,8734,28
Meghalaya,03/06/2020,9025,28
Meghalaya,04/06/2020,9395,31
Meghalaya,05/06/2020,9592,31
Meghalaya,06/06/2020,10066,33
Meghalaya,07/06/2020,10066,33
Meghalaya,08/06/2020,10746,36
Meghalaya,09/06/2020,11247,40
Meghalaya,10/06/2020,11505,44
Meghalaya,11/06/2020,11889,44
Meghalaya,12/06/2020,12219,44
Meghalaya,13/06/2020,12560,44
Meghalaya,15/06/2020,13353,44
Meghalaya,16/06/2020,13878,44
Meghalaya,17/06/2020,14316,43
Meghalaya,18/06/2020,14647,43
Meghalaya,19/06/2020,15104,43
Meghalaya,20/06/2020,15346,43
Meghalaya,22/06/2020,16296,44
Meghalaya,23/06/2020,16637,46
Meghalaya,24/06/2020,17115,46
Meghalaya,25/06/2020,17591,46
Meghalaya,26/06/2020,18103,48
Meghalaya,27/06/2020,18288,48
Meghalaya,28/06/2020,18441,50
Meghalaya,29/06/2020,18707,51
Meghalaya,30/06/2020,19294,52
Meghalaya,01/07/2020,19494,55
Meghalaya,02/07/2020,19732,55
Meghalaya,03/07/2020,20329,58
Meghalaya,04/07/2020,20744,70
Meghalaya,05/07/2020,20950,72
Meghalaya,06/07/2020,21502,80
Meghalaya,07/07/2020,21847,90
Meghalaya,08/07/2020,22000,99
Meghalaya,09/07/2020,22544,104
Meghalaya,10/07/2020,23108,186
Meghalaya,11/07/2020,23633,262
Meghalaya,12/07/2020,23876,295
Meghalaya,13/07/2020,24436,309
Meghalaya,14/07/2020,24899,318
Meghalaya,15/07/2020,24942,346
Meghalaya,16/07/2020,25263,377
Meghalaya,17/07/2020,25981,403
Meghalaya,18/07/2020,26940,418
Meghalaya,19/07/2020,26940,450
Meghalaya,20/07/2020,28163,469
Meghalaya,21/07/2020,29274,490
Meghalaya,22/07/2020,30009,514
Meghalaya,23/07/2020,30796,534
Meghalaya,24/07/2020,31367,582
Meghalaya,25/07/2020,32401,595
Meghalaya,26/07/2020,32544,702
Mizoram,06/04/2020,58,1
Mizoram,07/04/2020,58,1
Mizoram,08/04/2020,74,1
Mizoram,09/04/2020,84,1
Mizoram,12/04/2020,87,1
Mizoram,13/04/2020,89,1
Mizoram,14/04/2020,91,1
Mizoram,15/04/2020,94,1
Mizoram,16/04/2020,94,1
Mizoram,18/04/2020,102,1
Mizoram,19/04/2020,116,1
Mizoram,20/04/2020,132,1
Mizoram,21/04/2020,135,1
Mizoram,22/04/2020,135,1
Mizoram,23/04/2020,137,1
Mizoram,26/04/2020,146,1
Mizoram,27/04/2020,146,1
Mizoram,28/04/2020,158,1
Mizoram,29/04/2020,179,1
Mizoram,30/04/2020,180,1
Mizoram,01/05/2020,180,1
Mizoram,02/05/2020,183,1
Mizoram,03/05/2020,183,1
Mizoram,04/05/2020,183,1
Mizoram,05/05/2020,188,1
Mizoram,06/05/2020,195,1
Mizoram,07/05/2020,197,1
Mizoram,08/05/2020,199,1
Mizoram,09/05/2020,201,1
Mizoram,10/05/2020,201,1
Mizoram,11/05/2020,206,1
Mizoram,12/05/2020,224,1
Mizoram,13/05/2020,224,1
Mizoram,14/05/2020,273,1
Mizoram,15/05/2020,273,1
Mizoram,16/05/2020,282,1
Mizoram,17/05/2020,282,1
Mizoram,18/05/2020,301,1
Mizoram,19/05/2020,313,1
Mizoram,20/05/2020,315,1
Mizoram,21/05/2020,320,1
Mizoram,22/05/2020,324,1
Mizoram,23/05/2020,336,1
Mizoram,24/05/2020,342,1
Mizoram,25/05/2020,359,1
Mizoram,26/05/2020,438,1
Mizoram,28/05/2020,516,1
Mizoram,29/05/2020,529,1
Mizoram,30/05/2020,686,1
Mizoram,31/05/2020,777,1
Mizoram,01/06/2020,896,1
Mizoram,02/06/2020,1012,13
Mizoram,03/06/2020,1095,14
Mizoram,04/06/2020,1346,17
Mizoram,05/06/2020,1687,22
Mizoram,06/06/2020,1991,24
Mizoram,07/06/2020,2252,34
Mizoram,08/06/2020,2496,42
Mizoram,09/06/2020,2747,88
Mizoram,10/06/2020,2747,102
Mizoram,11/06/2020,3152,104
Mizoram,13/06/2020,3727,107
Mizoram,14/06/2020,4327,112
Mizoram,15/06/2020,4919,117
Mizoram,16/06/2020,5524,121
Mizoram,17/06/2020,6035,121
Mizoram,18/06/2020,6661,130
Mizoram,19/06/2020,7496,130
Mizoram,20/06/2020,8284,140
Mizoram,21/06/2020,8718,141
Mizoram,22/06/2020,9277,142
Mizoram,23/06/2020,9840,142
Mizoram,24/06/2020,10486,145
Mizoram,25/06/2020,11672,145
Mizoram,26/06/2020,12753,147
Mizoram,27/06/2020,12846,150
Mizoram,28/06/2020,13012,151
Mizoram,29/06/2020,13072,151
Mizoram,30/06/2020,13746,151
Mizoram,01/07/2020,13886,160
Mizoram,02/07/2020,13931,160
Mizoram,03/07/2020,14370,162
Mizoram,04/07/2020,14509,164
Mizoram,05/07/2020,14981,186
Mizoram,06/07/2020,15006,191
Mizoram,07/07/2020,15058,197
Mizoram,08/07/2020,15183,201
Mizoram,09/07/2020,15523,203
Mizoram,10/07/2020,15868,226
Mizoram,11/07/2020,16396,226
Mizoram,12/07/2020,16696,227
Mizoram,13/07/2020,16914,233
Mizoram,14/07/2020,16914,233
Mizoram,15/07/2020,17168,238
Mizoram,16/07/2020,17489,267
Mizoram,17/07/2020,17760,272
Mizoram,18/07/2020,17963,282
Mizoram,19/07/2020,18147,284
Mizoram,20/07/2020,18147,284
Mizoram,21/07/2020,18297,297
Mizoram,22/07/2020,18603,317
Mizoram,23/07/2020,19014,326
Mizoram,24/07/2020,19238,332
Mizoram,25/07/2020,19781,361
Mizoram,26/07/2020,20053,361
Nagaland,06/04/2020,60,0
Nagaland,10/04/2020,70,0
Nagaland,11/04/2020,70,0
Nagaland,12/04/2020,74,0
Nagaland,14/04/2020,174,0
Nagaland,15/04/2020,184,0
Nagaland,17/04/2020,274,0
Nagaland,18/04/2020,392,0
Nagaland,19/04/2020,404,0
Nagaland,20/04/2020,434,0
Nagaland,21/04/2020,537,0
Nagaland,22/04/2020,543,0
Nagaland,23/04/2020,607,0
Nagaland,25/04/2020,613,0
Nagaland,26/04/2020,613,0
Nagaland,27/04/2020,629,0
Nagaland,28/04/2020,639,0
Nagaland,29/04/2020,644,0
Nagaland,30/04/2020,653,0
Nagaland,01/05/2020,664,0
Nagaland,02/05/2020,674,0
Nagaland,03/05/2020,684,0
Nagaland,04/05/2020,708,0
Nagaland,05/05/2020,724,0
Nagaland,06/05/2020,763,0
Nagaland,07/05/2020,786,0
Nagaland,08/05/2020,805,0
Nagaland,09/05/2020,848,0
Nagaland,10/05/2020,862,0
Nagaland,11/05/2020,875,0
Nagaland,12/05/2020,882,0
Nagaland,13/05/2020,889,0
Nagaland,14/05/2020,891,0
Nagaland,15/05/2020,910,0
Nagaland,16/05/2020,917,0
Nagaland,17/05/2020,952,0
Nagaland,18/05/2020,961,0
Nagaland,19/05/2020,978,0
Nagaland,20/05/2020,985,0
Nagaland,21/05/2020,1001,0
Nagaland,22/05/2020,1035,0
Nagaland,23/05/2020,1065,0
Nagaland,24/05/2020,1097,0
Nagaland,25/05/2020,1366,3
Nagaland,26/05/2020,1366,4
Nagaland,27/05/2020,1554,9
Nagaland,28/05/2020,1765,18
Nagaland,29/05/2020,1997,25
Nagaland,30/05/2020,2210,36
Nagaland,31/05/2020,2576,43
Nagaland,01/06/2020,2870,43
Nagaland,02/06/2020,3257,49
Nagaland,03/06/2020,3414,58
Nagaland,04/06/2020,3739,80
Nagaland,05/06/2020,3974,94
Nagaland,06/06/2020,4061,107
Nagaland,07/06/2020,4371,118
Nagaland,08/06/2020,4729,123
Nagaland,09/06/2020,4896,127
Nagaland,10/06/2020,5220,128
Nagaland,11/06/2020,5667,130
Nagaland,12/06/2020,6104,156
Nagaland,13/06/2020,6466,163
Nagaland,14/06/2020,6478,168
Nagaland,15/06/2020,7132,177
Nagaland,16/06/2020,7835,179
Nagaland,17/06/2020,8387,193
Nagaland,18/06/2020,9039,193
Nagaland,19/06/2020,10102,198
Nagaland,20/06/2020,9128,201
Nagaland,21/06/2020,9971,211
Nagaland,22/06/2020,10599,280
Nagaland,23/06/2020,11173,330
Nagaland,24/06/2020,11867,347
Nagaland,25/06/2020,12546,355
Nagaland,26/06/2020,13085,371
Nagaland,27/06/2020,14217,387
Nagaland,28/06/2020,15240,415
Nagaland,29/06/2020,15905,434
Nagaland,30/06/2020,16563,459
Nagaland,01/07/2020,17177,501
Nagaland,02/07/2020,17887,535
Nagaland,03/07/2020,18635,539
Nagaland,04/07/2020,19263,563
Nagaland,05/07/2020,19867,590
Nagaland,06/07/2020,20484,625
Nagaland,07/07/2020,21209,644
Nagaland,08/07/2020,21980,657
Nagaland,09/07/2020,22697,673
Nagaland,10/07/2020,23402,732
Nagaland,11/07/2020,24065,748
Nagaland,12/07/2020,24985,774
Nagaland,13/07/2020,26151,845
Nagaland,14/07/2020,26927,896
Nagaland,15/07/2020,27421,902
Nagaland,16/07/2020,28020,916
Nagaland,17/07/2020,28472,956
Nagaland,18/07/2020,29092,978
Nagaland,19/07/2020,29326,988
Nagaland,20/07/2020,29994,1021
Nagaland,21/07/2020,30574,1030
Nagaland,22/07/2020,31503,1084
Nagaland,23/07/2020,32169,1174
Nagaland,24/07/2020,32909,1238
Nagaland,25/07/2020,33704,1289
Nagaland,26/07/2020,34389,1339
Odisha,03/04/2020,1395,20
Odisha,07/04/2020,2441,42
Odisha,08/04/2020,2441,42
Odisha,09/04/2020,3249,48
Odisha,10/04/2020,3547,50
Odisha,11/04/2020,3551,51
Odisha,12/04/2020,3862,54
Odisha,13/04/2020,4170,54
Odisha,14/04/2020,4734,56
Odisha,15/04/2020,5537,60
Odisha,16/04/2020,6734,60
Odisha,17/04/2020,7577,60
Odisha,18/04/2020,8619,60
Odisha,19/04/2020,9690,61
Odisha,20/04/2020,10641,68
Odisha,21/04/2020,11748,79
Odisha,22/04/2020,13775,83
Odisha,23/04/2020,15984,89
Odisha,24/04/2020,18458,94
Odisha,25/04/2020,20599,94
Odisha,26/04/2020,22816,103
Odisha,27/04/2020,25103,111
Odisha,28/04/2020,26687,118
Odisha,29/04/2020,29108,122
Odisha,30/04/2020,31696,142
Odisha,01/05/2020,34133,149
Odisha,02/05/2020,36593,157
Odisha,03/05/2020,38658,162
Odisha,04/05/2020,41128,169
Odisha,05/05/2020,44663,170
Odisha,06/05/2020,47454,185
Odisha,07/05/2020,50514,209
Odisha,08/05/2020,52974,271
Odisha,09/05/2020,56322,294
Odisha,10/05/2020,59780,362
Odisha,11/05/2020,63478,414
Odisha,12/05/2020,68057,437
Odisha,13/05/2020,72756,538
Odisha,14/05/2020,77150,611
Odisha,15/05/2020,81919,672
Odisha,16/05/2020,86140,737
Odisha,17/05/2020,91223,828
Odisha,18/05/2020,95766,876
Odisha,19/05/2020,100302,978
Odisha,20/05/2020,105914,1052
Odisha,21/05/2020,108432,1103
Odisha,22/05/2020,113437,1189
Odisha,23/05/2020,118446,1269
Odisha,24/05/2020,123834,1335
Odisha,25/05/2020,127776,1438
Odisha,26/05/2020,131595,1517
Odisha,27/05/2020,136274,1593
Odisha,28/05/2020,139311,1660
Odisha,29/05/2020,143570,1723
Odisha,30/05/2020,147490,1819
Odisha,31/05/2020,152131,1948
Odisha,01/06/2020,155690,2104
Odisha,02/06/2020,159567,2245
Odisha,03/06/2020,162891,2388
Odisha,04/06/2020,165824,2478
Odisha,05/06/2020,169010,2608
Odisha,06/06/2020,172598,2781
Odisha,07/06/2020,176098,2856
Odisha,08/06/2020,179415,2994
Odisha,09/06/2020,182384,3140
Odisha,10/06/2020,185401,3250
Odisha,11/06/2020,188743,3386
Odisha,12/06/2020,192576,3477
Odisha,13/06/2020,196456,3723
Odisha,14/06/2020,200014,3909
Odisha,15/06/2020,202513,4055
Odisha,16/06/2020,205501,4163
Odisha,17/06/2020,208472,4338
Odisha,18/06/2020,212224,4512
Odisha,19/06/2020,216607,4677
Odisha,20/06/2020,219774,4856
Odisha,21/06/2020,224402,5160
Odisha,22/06/2020,227860,5303
Odisha,23/06/2020,231356,5470
Odisha,24/06/2020,235627,5752
Odisha,25/06/2020,239815,5962
Odisha,26/06/2020,244588,6180
Odisha,27/06/2020,249902,6350
Odisha,28/06/2020,255809,6614
Odisha,29/06/2020,260428,6859
Odisha,30/06/2020,265431,7065
Odisha,01/07/2020,270678,7316
Odisha,02/07/2020,274672,7545
Odisha,03/07/2020,281523,8106
Odisha,04/07/2020,287090,8601
Odisha,05/07/2020,292407,9070
Odisha,06/07/2020,297234,9526
Odisha,07/07/2020,302780,10097
Odisha,08/07/2020,308698,10624
Odisha,09/07/2020,314987,11201
Odisha,10/07/2020,321443,11956
Odisha,11/07/2020,327288,12526
Odisha,12/07/2020,334527,13121
Odisha,13/07/2020,341537,13737
Odisha,14/07/2020,347226,14280
Odisha,15/07/2020,353824,14898
Odisha,16/07/2020,361920,15392
Odisha,17/07/2020,369738,16110
Odisha,18/07/2020,377893,16701
Odisha,19/07/2020,386102,17437
Odisha,20/07/2020,393602,18110
Odisha,21/07/2020,401644,18757
Odisha,22/07/2020,410921,19835
Odisha,23/07/2020,421931,21099
Odisha,24/07/2020,433578,22693
Odisha,25/07/2020,446311,24013
Odisha,26/07/2020,458120,25389
Puducherry,18/04/2020,1207,7
Puducherry,19/04/2020,1245,7
Puducherry,20/04/2020,1272,7
Puducherry,21/04/2020,1319,7
Puducherry,22/04/2020,1473,7
Puducherry,23/04/2020,1548,7
Puducherry,24/04/2020,1704,7
Puducherry,25/04/2020,1864,8
Puducherry,26/04/2020,1977,8
Puducherry,27/04/2020,2014,8
Puducherry,28/04/2020,2156,8
Puducherry,29/04/2020,2228,8
Puducherry,30/04/2020,2353,8
Puducherry,01/05/2020,2698,9
Puducherry,02/05/2020,2990,12
Puducherry,03/05/2020,3155,12
Puducherry,04/05/2020,3281,12
Puducherry,05/05/2020,3560,12
Puducherry,06/05/2020,3641,12
Puducherry,07/05/2020,3866,13
Puducherry,08/05/2020,4111,15
Puducherry,09/05/2020,4266,16
Puducherry,10/05/2020,4364,17
Puducherry,11/05/2020,4486,17
Puducherry,13/05/2020,4919,18
Puducherry,14/05/2020,5112,18
Puducherry,15/05/2020,5312,21
Puducherry,16/05/2020,5484,22
Puducherry,17/05/2020,5619,22
Puducherry,18/05/2020,5754,22
Puducherry,19/05/2020,5829,22
Puducherry,20/05/2020,5960,24
Puducherry,21/05/2020,6106,31
Puducherry,22/05/2020,6233,32
Puducherry,23/05/2020,6349,39
Puducherry,24/05/2020,6536,45
Puducherry,25/05/2020,6606,47
Puducherry,26/05/2020,6677,52
Puducherry,27/05/2020,6808,60
Puducherry,28/05/2020,6917,61
Puducherry,29/05/2020,7043,65
Puducherry,30/05/2020,7164,71
Puducherry,31/05/2020,7255,81
Puducherry,01/06/2020,7354,81
Puducherry,02/06/2020,7444,91
Puducherry,03/06/2020,7576,98
Puducherry,04/06/2020,7794,109
Puducherry,05/06/2020,7963,115
Puducherry,06/06/2020,8118,118
Puducherry,07/06/2020,8274,130
Puducherry,08/06/2020,8472,139
Puducherry,09/06/2020,8752,143
Puducherry,10/06/2020,8954,156
Puducherry,11/06/2020,9250,168
Puducherry,12/06/2020,9658,175
Puducherry,13/06/2020,10008,193
Puducherry,14/06/2020,10321,206
Puducherry,15/06/2020,10486,214
Puducherry,16/06/2020,10929,233
Puducherry,17/06/2020,11356,257
Puducherry,18/06/2020,11679,285
Puducherry,19/06/2020,11992,301
Puducherry,20/06/2020,12409,353
Puducherry,21/06/2020,12781,389
Puducherry,22/06/2020,13037,407
Puducherry,23/06/2020,13435,426
Puducherry,24/06/2020,13861,489
Puducherry,25/06/2020,14267,532
Puducherry,26/06/2020,14689,565
Puducherry,27/06/2020,15225,654
Puducherry,28/06/2020,15892,682
Puducherry,29/06/2020,16479,690
Puducherry,30/06/2020,17281,714
Puducherry,01/07/2020,18092,739
Puducherry,02/07/2020,18791,802
Puducherry,03/07/2020,19560,824
Puducherry,04/07/2020,20186,904
Puducherry,05/07/2020,20778,946
Puducherry,06/07/2020,21382,1009
Puducherry,07/07/2020,22055,1041
Puducherry,08/07/2020,22743,1151
Puducherry,09/07/2020,23515,1200
Puducherry,10/07/2020,24485,1272
Puducherry,11/07/2020,25342,1337
Puducherry,12/07/2020,26208,1418
Puducherry,13/07/2020,26592,1468
Puducherry,14/07/2020,27229,1531
Puducherry,15/07/2020,27916,1596
Puducherry,16/07/2020,28995,1743
Puducherry,17/07/2020,29851,1832
Puducherry,18/07/2020,30652,1894
Puducherry,19/07/2020,31420,1999
Puducherry,20/07/2020,31947,2092
Puducherry,21/07/2020,32468,2183
Puducherry,22/07/2020,33096,2300
Puducherry,23/07/2020,33658,2420
Puducherry,24/07/2020,34305,2515
Puducherry,25/07/2020,35080,2654
Puducherry,26/07/2020,35704,2787
Punjab,02/04/2020,1434,37
Punjab,08/04/2020,2937,106
Punjab,09/04/2020,3192,130
Punjab,10/04/2020,3461,151
Punjab,11/04/2020,3909,158
Punjab,12/04/2020,4281,170
Punjab,13/04/2020,4480,176
Punjab,14/04/2020,4844,184
Punjab,15/04/2020,5193,186
Punjab,16/04/2020,5524,197
Punjab,17/04/2020,5988,211
Punjab,18/04/2020,6167,234
Punjab,19/04/2020,6607,244
Punjab,20/04/2020,6797,245
Punjab,21/04/2020,7355,251
Punjab,22/04/2020,7887,257
Punjab,23/04/2020,8757,283
Punjab,24/04/2020,10611,298
Punjab,25/04/2020,13270,308
Punjab,26/04/2020,14317,322
Punjab,27/04/2020,15516,330
Punjab,28/04/2020,17021,342
Punjab,29/04/2020,18670,375
Punjab,30/04/2020,21205,480
Punjab,01/05/2020,23176,585
Punjab,02/05/2020,24868,772
Punjab,03/05/2020,26439,1102
Punjab,04/05/2020,28545,1232
Punjab,05/05/2020,30199,1451
Punjab,06/05/2020,32060,1526
Punjab,07/05/2020,34701,1644
Punjab,08/05/2020,37950,1731
Punjab,09/05/2020,39462,1762
Punjab,10/05/2020,40962,1823
Punjab,11/05/2020,42306,1877
Punjab,12/05/2020,43999,1914
Punjab,13/05/2020,46026,1924
Punjab,14/05/2020,47408,1935
Punjab,15/05/2020,49301,1932
Punjab,16/05/2020,50613,1946
Punjab,17/05/2020,51812,1964
Punjab,18/05/2020,52955,1980
Punjab,19/05/2020,55634,2002
Punjab,20/05/2020,57737,2005
Punjab,21/05/2020,59618,2028
Punjab,22/05/2020,62399,2029
Punjab,23/05/2020,63567,2045
Punjab,24/05/2020,66142,2060
Punjab,25/05/2020,67213,2081
Punjab,26/05/2020,69818,2106
Punjab,27/05/2020,72468,2139
Punjab,28/05/2020,72468,2158
Punjab,29/05/2020,81021,2197
Punjab,30/05/2020,84497,2233
Punjab,31/05/2020,87852,2263
Punjab,01/06/2020,91113,2301
Punjab,02/06/2020,96329,2342
Punjab,03/06/2020,101036,2376
Punjab,04/06/2020,106933,2415
Punjab,05/06/2020,113542,2461
Punjab,06/06/2020,115974,2515
Punjab,07/06/2020,124266,2608
Punjab,08/06/2020,129821,2663
Punjab,09/06/2020,136343,2719
Punjab,10/06/2020,144467,2805
Punjab,11/06/2020,154498,2887
Punjab,12/06/2020,165548,2986
Punjab,13/06/2020,176533,3063
Punjab,14/06/2020,182225,3140
Punjab,15/06/2020,188699,3267
Punjab,16/06/2020,198211,3371
Punjab,17/06/2020,208408,3497
Punjab,18/06/2020,219528,3615
Punjab,19/06/2020,227012,3832
Punjab,20/06/2020,235700,3952
Punjab,21/06/2020,240803,4074
Punjab,22/06/2020,246760,4235
Punjab,23/06/2020,255380,4397
Punjab,24/06/2020,260857,4627
Punjab,25/06/2020,269037,4769
Punjab,26/06/2020,276919,4957
Punjab,27/06/2020,284431,5056
Punjab,28/06/2020,289923,5216
Punjab,29/06/2020,294448,5418
Punjab,30/06/2020,301830,5568
Punjab,01/07/2020,308998,5668
Punjab,02/07/2020,317802,5784
Punjab,03/07/2020,324054,5937
Punjab,04/07/2020,331585,6109
Punjab,05/07/2020,337789,6283
Punjab,06/07/2020,342524,6491
Punjab,07/07/2020,352363,6749
Punjab,08/07/2020,360189,6907
Punjab,09/07/2020,369425,7140
Punjab,10/07/2020,378045,7357
Punjab,11/07/2020,388494,7587
Punjab,12/07/2020,395185,7821
Punjab,13/07/2020,400944,8178
Punjab,14/07/2020,409643,8511
Punjab,15/07/2020,421593,8799
Punjab,16/07/2020,429832,9094
Punjab,17/07/2020,438793,9442
Punjab,18/07/2020,450732,9792
Punjab,19/07/2020,459900,10100
Punjab,20/07/2020,466057,10510
Punjab,21/07/2020,478421,10889
Punjab,22/07/2020,489836,11301
Punjab,23/07/2020,500562,11739
Punjab,24/07/2020,509267,12216
Punjab,25/07/2020,521906,12684
Punjab,26/07/2020,531336,13218
Rajasthan,05/04/2020,12279,260
Rajasthan,07/04/2020,17638,363
Rajasthan,08/04/2020,17638,363
Rajasthan,09/04/2020,19107,463
Rajasthan,10/04/2020,22349,561
Rajasthan,11/04/2020,24857,678
Rajasthan,12/04/2020,28505,796
Rajasthan,13/04/2020,31804,847
Rajasthan,14/04/2020,34928,1005
Rajasthan,15/04/2020,37860,1076
Rajasthan,16/04/2020,40778,1101
Rajasthan,17/04/2020,42847,1229
Rajasthan,18/04/2020,47197,1282
Rajasthan,19/04/2020,51614,1478
Rajasthan,20/04/2020,57290,1576
Rajasthan,21/04/2020,61492,1735
Rajasthan,22/04/2020,66257,1888
Rajasthan,23/04/2020,69764,1964
Rajasthan,24/04/2020,74484,2034
Rajasthan,25/04/2020,78993,2083
Rajasthan,26/04/2020,82942,2185
Rajasthan,27/04/2020,87777,2262
Rajasthan,28/04/2020,92506,2364
Rajasthan,29/04/2020,97790,2438
Rajasthan,30/04/2020,103704,2584
Rajasthan,01/05/2020,108543,2666
Rajasthan,02/05/2020,113934,2720
Rajasthan,03/05/2020,120240,2886
Rajasthan,04/05/2020,129258,3061
Rajasthan,05/05/2020,134987,3158
Rajasthan,06/05/2020,139580,3317
Rajasthan,07/05/2020,145510,3427
Rajasthan,08/05/2020,152245,3579
Rajasthan,09/05/2020,159157,3708
Rajasthan,10/05/2020,166424,3814
Rajasthan,11/05/2020,176130,3988
Rajasthan,12/05/2020,185610,4126
Rajasthan,13/05/2020,194683,4328
Rajasthan,14/05/2020,204243,4534
Rajasthan,15/05/2020,212317,4747
Rajasthan,16/05/2020,221439,4960
Rajasthan,17/05/2020,231946,5202
Rajasthan,18/05/2020,243476,5375
Rajasthan,19/05/2020,254533,5845
Rajasthan,20/05/2020,265555,6015
Rajasthan,21/05/2020,275974,6227
Rajasthan,22/05/2020,287164,6494
Rajasthan,23/05/2020,303935,6657
Rajasthan,24/05/2020,317067,7028
Rajasthan,25/05/2020,327836,7300
Rajasthan,26/05/2020,337159,7536
Rajasthan,27/05/2020,350600,7816
Rajasthan,28/05/2020,365556,8067
Rajasthan,29/05/2020,379315,8365
Rajasthan,30/05/2020,395490,8617
Rajasthan,31/05/2020,409777,8831
Rajasthan,01/06/2020,425184,9100
Rajasthan,02/06/2020,440789,9373
Rajasthan,03/06/2020,454788,9652
Rajasthan,04/06/2020,467129,9862
Rajasthan,05/06/2020,480910,10084
Rajasthan,06/06/2020,494480,10337
Rajasthan,07/06/2020,506784,10599
Rajasthan,08/06/2020,518350,10876
Rajasthan,09/06/2020,530031,11245
Rajasthan,10/06/2020,543312,11600
Rajasthan,11/06/2020,558064,11838
Rajasthan,12/06/2020,571543,12068
Rajasthan,13/06/2020,584954,12401
Rajasthan,14/06/2020,598920,12694
Rajasthan,15/06/2020,609296,12981
Rajasthan,16/06/2020,622334,13216
Rajasthan,17/06/2020,637937,13542
Rajasthan,18/06/2020,654816,13857
Rajasthan,19/06/2020,667643,14156
Rajasthan,20/06/2020,683017,14537
Rajasthan,21/06/2020,699126,14930
Rajasthan,22/06/2020,709592,15232
Rajasthan,23/06/2020,726077,15627
Rajasthan,24/06/2020,740855,16009
