detectedstate,dateannounced,gender,count
Andaman and Nicobar Islands,26/03/2020,M,1
Andaman and Nicobar Islands,27/03/2020,Unknown,4
Andaman and Nicobar Islands,27/03/2020,M,1
Andaman and Nicobar Islands,28/03/2020,Unknown,2
Andaman and Nicobar Islands,28/03/2020,F,1
Andaman and Nicobar Islands,30/03/2020,Unknown,1
Andaman and Nicobar Islands,08/04/2020,F,1
Andaman and Nicobar Islands,17/04/2020,M,1
Andaman and Nicobar Islands,18/04/2020,Unknown,2
Andaman and Nicobar Islands,19/04/2020,Unknown,1
Andaman and Nicobar Islands,20/04/2020,Unknown,1
Andaman and Nicobar Islands,21/04/2020,Unknown,1
Andaman and Nicobar Islands,22/04/2020,Unknown,1
Andaman and Nicobar Islands,23/04/2020,Unknown,4
Andaman and Nicobar Islands,24/04/2020,Unknown,7
Andaman and Nicobar Islands,25/04/2020,Unknown,4
Andaman and Nicobar Islands,28/04/2020,Unknown,1
Andaman and Nicobar Islands,30/04/2020,Unknown,1
Andaman and Nicobar Islands,02/05/2020,Unknown,2
Andaman and Nicobar Islands,03/05/2020,Unknown,1
Andaman and Nicobar Islands,07/05/2020,Unknown,1
Andaman and Nicobar Islands,09/06/2020,M,2
Andaman and Nicobar Islands,09/06/2020,Unknown,1
Andaman and Nicobar Islands,10/06/2020,F,2
Andaman and Nicobar Islands,10/06/2020,Unknown,1
Andaman and Nicobar Islands,11/06/2020,Unknown,1
Andaman and Nicobar Islands,14/06/2020,Unknown,1
Andaman and Nicobar Islands,15/06/2020,Unknown,1
Andaman and Nicobar Islands,16/06/2020,Unknown,3
Andaman and Nicobar Islands,18/06/2020,Unknown,2
Andaman and Nicobar Islands,19/06/2020,Unknown,2
Andaman and Nicobar Islands,21/06/2020,Unknown,2
Andaman and Nicobar Islands,23/06/2020,Unknown,2
Andaman and Nicobar Islands,24/06/2020,Unknown,4
Andaman and Nicobar Islands,25/06/2020,Unknown,1
Andaman and Nicobar Islands,26/06/2020,Unknown,6
Andaman and Nicobar Islands,26/06/2020,F,1
Andaman and Nicobar Islands,28/06/2020,Unknown,5
Andaman and Nicobar Islands,29/06/2020,Unknown,1
Andaman and Nicobar Islands,30/06/2020,Unknown,1
Andaman and Nicobar Islands,01/07/2020,Unknown,3
Andaman and Nicobar Islands,02/07/2020,Unknown,3
Andaman and Nicobar Islands,03/07/2020,Unknown,3
Andaman and Nicobar Islands,04/07/2020,Unknown,4
Andaman and Nicobar Islands,05/07/2020,Unknown,2
Andaman and Nicobar Islands,06/07/2020,Unknown,4
Andaman and Nicobar Islands,07/07/2020,Unknown,1
Andaman and Nicobar Islands,08/07/2020,Unknown,1
Andaman and Nicobar Islands,09/07/2020,Unknown,5
Andaman and Nicobar Islands,10/07/2020,Unknown,1
Andaman and Nicobar Islands,12/07/2020,Unknown,3
Andaman and Nicobar Islands,13/07/2020,Unknown,2
Andaman and Nicobar Islands,14/07/2020,Unknown,2
Andaman and Nicobar Islands,15/07/2020,Unknown,3
Andaman and Nicobar Islands,16/07/2020,Unknown,2
Andhra Pradesh,12/03/2020,M,1
Andhra Pradesh,19/03/2020,M,2
Andhra Pradesh,21/03/2020,M,2
Andhra Pradesh,22/03/2020,F,1
Andhra Pradesh,23/03/2020,M,1
Andhra Pradesh,24/03/2020,M,1
Andhra Pradesh,25/03/2020,M,2
Andhra Pradesh,26/03/2020,M,1
Andhra Pradesh,27/03/2020,F,1
Andhra Pradesh,27/03/2020,M,1
Andhra Pradesh,28/03/2020,M,5
Andhra Pradesh,28/03/2020,F,1
Andhra Pradesh,29/03/2020,Unknown,2
Andhra Pradesh,30/03/2020,M,2
Andhra Pradesh,31/03/2020,M,18
Andhra Pradesh,31/03/2020,F,3
Andhra Pradesh,01/04/2020,M,59
Andhra Pradesh,01/04/2020,F,7
Andhra Pradesh,01/04/2020,Unknown,1
Andhra Pradesh,02/04/2020,Unknown,21
Andhra Pradesh,02/04/2020,M,17
Andhra Pradesh,03/04/2020,Unknown,15
Andhra Pradesh,04/04/2020,Unknown,21
Andhra Pradesh,04/04/2020,M,7
Andhra Pradesh,05/04/2020,M,59
Andhra Pradesh,05/04/2020,F,3
Andhra Pradesh,05/04/2020,Unknown,2
Andhra Pradesh,06/04/2020,M,32
Andhra Pradesh,06/04/2020,F,13
Andhra Pradesh,06/04/2020,Unknown,2
Andhra Pradesh,07/04/2020,M,6
Andhra Pradesh,07/04/2020,F,5
Andhra Pradesh,08/04/2020,M,20
Andhra Pradesh,08/04/2020,F,14
Andhra Pradesh,09/04/2020,M,11
Andhra Pradesh,09/04/2020,F,4
Andhra Pradesh,10/04/2020,F,14
Andhra Pradesh,10/04/2020,M,4
Andhra Pradesh,11/04/2020,M,13
Andhra Pradesh,11/04/2020,F,11
Andhra Pradesh,12/04/2020,M,9
Andhra Pradesh,12/04/2020,F,6
Andhra Pradesh,13/04/2020,M,12
Andhra Pradesh,13/04/2020,F,7
Andhra Pradesh,14/04/2020,M,17
Andhra Pradesh,14/04/2020,F,16
Andhra Pradesh,14/04/2020,Unknown,14
Andhra Pradesh,15/04/2020,Unknown,41
Andhra Pradesh,16/04/2020,M,5
Andhra Pradesh,16/04/2020,F,4
Andhra Pradesh,17/04/2020,Unknown,38
Andhra Pradesh,18/04/2020,Unknown,31
Andhra Pradesh,19/04/2020,Unknown,44
Andhra Pradesh,20/04/2020,Unknown,75
Andhra Pradesh,21/04/2020,Unknown,35
Andhra Pradesh,22/04/2020,Unknown,56
Andhra Pradesh,23/04/2020,Unknown,80
Andhra Pradesh,24/04/2020,Unknown,62
Andhra Pradesh,25/04/2020,Unknown,61
Andhra Pradesh,26/04/2020,Unknown,85
Andhra Pradesh,27/04/2020,Unknown,82
Andhra Pradesh,28/04/2020,Unknown,85
Andhra Pradesh,29/04/2020,Unknown,77
Andhra Pradesh,30/04/2020,Unknown,75
Andhra Pradesh,01/05/2020,Unknown,71
Andhra Pradesh,02/05/2020,Unknown,68
Andhra Pradesh,03/05/2020,Unknown,63
Andhra Pradesh,04/05/2020,Unknown,12
Andhra Pradesh,05/05/2020,Unknown,76
Andhra Pradesh,06/05/2020,Unknown,18
Andhra Pradesh,07/05/2020,Unknown,16
Andhra Pradesh,08/05/2020,Unknown,20
Andhra Pradesh,09/05/2020,Unknown,14
Andhra Pradesh,10/05/2020,Unknown,17
Andhra Pradesh,11/05/2020,Unknown,13
Andhra Pradesh,12/05/2020,Unknown,14
Andhra Pradesh,13/05/2020,Unknown,18
Andhra Pradesh,14/05/2020,Unknown,16
Andhra Pradesh,15/05/2020,Unknown,17
Andhra Pradesh,16/05/2020,Unknown,17
Andhra Pradesh,17/05/2020,Unknown,18
Andhra Pradesh,18/05/2020,Unknown,18
Andhra Pradesh,19/05/2020,Unknown,4
Andhra Pradesh,20/05/2020,Unknown,28
Andhra Pradesh,21/05/2020,Unknown,3
Andhra Pradesh,22/05/2020,Unknown,3
Andhra Pradesh,23/05/2020,Unknown,4
Andhra Pradesh,24/05/2020,Unknown,3
Andhra Pradesh,25/05/2020,Unknown,4
Andhra Pradesh,26/05/2020,Unknown,7
Andhra Pradesh,27/05/2020,Unknown,34
Andhra Pradesh,28/05/2020,Unknown,21
Andhra Pradesh,29/05/2020,Unknown,18
Andhra Pradesh,30/05/2020,Unknown,17
Andhra Pradesh,31/05/2020,Unknown,24
Andhra Pradesh,01/06/2020,Unknown,22
Andhra Pradesh,02/06/2020,Unknown,17
Andhra Pradesh,03/06/2020,Unknown,26
Andhra Pradesh,04/06/2020,Unknown,24
Andhra Pradesh,05/06/2020,Unknown,18
Andhra Pradesh,06/06/2020,Unknown,20
Andhra Pradesh,07/06/2020,Unknown,24
Andhra Pradesh,08/06/2020,Unknown,28
Andhra Pradesh,09/06/2020,Unknown,9
Andhra Pradesh,10/06/2020,Unknown,28
Andhra Pradesh,11/06/2020,Unknown,26
Andhra Pradesh,12/06/2020,Unknown,23
Andhra Pradesh,13/06/2020,Unknown,30
Andhra Pradesh,14/06/2020,Unknown,27
Andhra Pradesh,15/06/2020,Unknown,22
Andhra Pradesh,16/06/2020,Unknown,30
Andhra Pradesh,17/06/2020,Unknown,26
Andhra Pradesh,18/06/2020,Unknown,33
Andhra Pradesh,19/06/2020,Unknown,31
Andhra Pradesh,20/06/2020,Unknown,28
Andhra Pradesh,21/06/2020,Unknown,28
Andhra Pradesh,22/06/2020,Unknown,35
Andhra Pradesh,23/06/2020,Unknown,37
Andhra Pradesh,24/06/2020,Unknown,34
Andhra Pradesh,25/06/2020,Unknown,40
Andhra Pradesh,26/06/2020,Unknown,37
Andhra Pradesh,27/06/2020,Unknown,41
Andhra Pradesh,28/06/2020,Unknown,42
Andhra Pradesh,29/06/2020,Unknown,40
Andhra Pradesh,30/06/2020,Unknown,39
Andhra Pradesh,01/07/2020,Unknown,35
Andhra Pradesh,02/07/2020,Unknown,39
Andhra Pradesh,03/07/2020,Unknown,40
Andhra Pradesh,04/07/2020,Unknown,38
Andhra Pradesh,05/07/2020,Unknown,36
Andhra Pradesh,06/07/2020,Unknown,37
Andhra Pradesh,07/07/2020,Unknown,38
Andhra Pradesh,08/07/2020,Unknown,39
Andhra Pradesh,09/07/2020,Unknown,44
Andhra Pradesh,10/07/2020,Unknown,44
Andhra Pradesh,11/07/2020,Unknown,44
Andhra Pradesh,12/07/2020,Unknown,39
Andhra Pradesh,13/07/2020,Unknown,45
Andhra Pradesh,14/07/2020,Unknown,40
Andhra Pradesh,15/07/2020,Unknown,43
Andhra Pradesh,16/07/2020,Unknown,41
Andhra Pradesh,17/07/2020,Unknown,44
Arunachal Pradesh,02/04/2020,Unknown,1
Arunachal Pradesh,24/05/2020,M,1
Arunachal Pradesh,28/05/2020,Unknown,1
Arunachal Pradesh,30/05/2020,Unknown,1
Arunachal Pradesh,01/06/2020,Unknown,12
Arunachal Pradesh,02/06/2020,Unknown,9
Arunachal Pradesh,03/06/2020,Unknown,2
Arunachal Pradesh,04/06/2020,Unknown,3
Arunachal Pradesh,05/06/2020,Unknown,5
Arunachal Pradesh,06/06/2020,Unknown,2
Arunachal Pradesh,07/06/2020,Unknown,2
Arunachal Pradesh,08/06/2020,Unknown,4
Arunachal Pradesh,09/06/2020,M,1
Arunachal Pradesh,10/06/2020,Unknown,3
Arunachal Pradesh,11/06/2020,Unknown,3
Arunachal Pradesh,12/06/2020,Unknown,4
Arunachal Pradesh,13/06/2020,Unknown,3
Arunachal Pradesh,14/06/2020,Unknown,2
Arunachal Pradesh,15/06/2020,Unknown,7
Arunachal Pradesh,16/06/2020,Unknown,2
Arunachal Pradesh,17/06/2020,Unknown,8
Arunachal Pradesh,18/06/2020,Unknown,1
Arunachal Pradesh,19/06/2020,Unknown,10
Arunachal Pradesh,20/06/2020,Unknown,1
Arunachal Pradesh,21/06/2020,Unknown,3
Arunachal Pradesh,22/06/2020,Unknown,4
Arunachal Pradesh,23/06/2020,Unknown,5
Arunachal Pradesh,24/06/2020,Unknown,3
Arunachal Pradesh,25/06/2020,Unknown,8
Arunachal Pradesh,26/06/2020,Unknown,5
Arunachal Pradesh,27/06/2020,Unknown,3
Arunachal Pradesh,28/06/2020,Unknown,5
Arunachal Pradesh,29/06/2020,Unknown,3
Arunachal Pradesh,30/06/2020,Unknown,2
Arunachal Pradesh,01/07/2020,Unknown,5
Arunachal Pradesh,02/07/2020,Unknown,5
Arunachal Pradesh,03/07/2020,Unknown,5
Arunachal Pradesh,04/07/2020,Unknown,4
Arunachal Pradesh,05/07/2020,Unknown,6
Arunachal Pradesh,06/07/2020,Unknown,3
Arunachal Pradesh,07/07/2020,Unknown,6
Arunachal Pradesh,08/07/2020,Unknown,10
Arunachal Pradesh,09/07/2020,Unknown,8
Arunachal Pradesh,10/07/2020,Unknown,5
Arunachal Pradesh,11/07/2020,Unknown,3
Arunachal Pradesh,12/07/2020,Unknown,6
Arunachal Pradesh,13/07/2020,Unknown,12
Arunachal Pradesh,13/07/2020,M,1
Arunachal Pradesh,14/07/2020,Unknown,22
Arunachal Pradesh,15/07/2020,Unknown,4
Arunachal Pradesh,16/07/2020,Unknown,3
Arunachal Pradesh,17/07/2020,Unknown,8
Assam,31/03/2020,M,1
Assam,01/04/2020,Unknown,15
Assam,03/04/2020,Unknown,7
Assam,04/04/2020,Unknown,3
Assam,07/04/2020,Unknown,2
Assam,09/04/2020,Unknown,1
Assam,12/04/2020,Unknown,1
Assam,13/04/2020,Unknown,2
Assam,14/04/2020,Unknown,1
Assam,16/04/2020,Unknown,2
Assam,23/04/2020,M,1
Assam,28/04/2020,F,1
Assam,28/04/2020,Unknown,1
Assam,29/04/2020,Unknown,2
Assam,30/04/2020,Unknown,2
Assam,01/05/2020,Unknown,4
Assam,05/05/2020,Unknown,2
Assam,06/05/2020,Unknown,3
Assam,07/05/2020,Unknown,2
Assam,08/05/2020,Unknown,5
Assam,09/05/2020,Unknown,3
Assam,10/05/2020,Unknown,1
Assam,11/05/2020,Unknown,3
Assam,13/05/2020,Unknown,1
Assam,14/05/2020,Unknown,2
Assam,15/05/2020,Unknown,2
Assam,16/05/2020,Unknown,2
Assam,17/05/2020,Unknown,8
Assam,17/05/2020,M,1
Assam,18/05/2020,Unknown,6
Assam,18/05/2020,M,2
Assam,19/05/2020,Unknown,25
Assam,20/05/2020,Unknown,19
Assam,21/05/2020,Unknown,19
Assam,22/05/2020,Unknown,15
Assam,23/05/2020,Unknown,27
Assam,24/05/2020,Unknown,20
Assam,25/05/2020,Unknown,28
Assam,26/05/2020,Unknown,26
Assam,27/05/2020,Unknown,21
Assam,28/05/2020,Unknown,27
Assam,29/05/2020,Unknown,35
Assam,30/05/2020,Unknown,21
Assam,31/05/2020,Unknown,24
Assam,01/06/2020,Unknown,36
Assam,02/06/2020,Unknown,21
Assam,03/06/2020,Unknown,35
Assam,04/06/2020,Unknown,35
Assam,05/06/2020,Unknown,30
Assam,06/06/2020,Unknown,52
Assam,07/06/2020,Unknown,21
Assam,08/06/2020,Unknown,38
Assam,09/06/2020,Unknown,47
Assam,10/06/2020,Unknown,8
Assam,11/06/2020,Unknown,11
Assam,12/06/2020,Unknown,9
Assam,13/06/2020,Unknown,10
Assam,14/06/2020,Unknown,37
Assam,15/06/2020,Unknown,9
Assam,16/06/2020,Unknown,8
Assam,17/06/2020,Unknown,27
Assam,18/06/2020,Unknown,34
Assam,19/06/2020,Unknown,3
Assam,20/06/2020,Unknown,2
Assam,21/06/2020,Unknown,11
Assam,22/06/2020,Unknown,3
Assam,23/06/2020,Unknown,2
Assam,24/06/2020,Unknown,2
Assam,25/06/2020,Unknown,14
Assam,26/06/2020,Unknown,4
Assam,27/06/2020,Unknown,3
Assam,28/06/2020,Unknown,4
Assam,29/06/2020,Unknown,3
Assam,30/06/2020,Unknown,19
Assam,01/07/2020,Unknown,6
Assam,02/07/2020,Unknown,5
Assam,03/07/2020,Unknown,3
Assam,04/07/2020,Unknown,3
Assam,05/07/2020,Unknown,3
Assam,06/07/2020,Unknown,4
Assam,07/07/2020,Unknown,6
Assam,08/07/2020,M,4
Assam,08/07/2020,Unknown,3
Assam,08/07/2020,F,2
Assam,09/07/2020,Unknown,10
Assam,09/07/2020,M,2
Assam,10/07/2020,Unknown,7
Assam,10/07/2020,M,6
Assam,10/07/2020,F,2
Assam,11/07/2020,Unknown,3
Assam,11/07/2020,F,1
Assam,11/07/2020,M,1
Assam,12/07/2020,Unknown,7
Assam,12/07/2020,F,2
Assam,12/07/2020,M,2
Assam,13/07/2020,Unknown,53
Assam,13/07/2020,M,4
Assam,14/07/2020,M,5
Assam,14/07/2020,Unknown,3
Assam,14/07/2020,F,1
Assam,15/07/2020,Unknown,3
Assam,15/07/2020,F,1
Assam,15/07/2020,M,1
Assam,16/07/2020,Unknown,3
Assam,16/07/2020,M,2
Assam,17/07/2020,Unknown,3
Assam,17/07/2020,M,1
Bihar,22/03/2020,F,1
Bihar,22/03/2020,M,1
Bihar,23/03/2020,M,1
Bihar,25/03/2020,Unknown,1
Bihar,26/03/2020,M,2
Bihar,26/03/2020,F,1
Bihar,27/03/2020,Unknown,2
Bihar,28/03/2020,M,1
Bihar,28/03/2020,Unknown,1
Bihar,29/03/2020,Unknown,4
Bihar,31/03/2020,M,5
Bihar,31/03/2020,Unknown,1
Bihar,01/04/2020,Unknown,3
Bihar,02/04/2020,Unknown,5
Bihar,03/04/2020,M,1
Bihar,03/04/2020,Unknown,1
Bihar,04/04/2020,Unknown,1
Bihar,07/04/2020,F,3
Bihar,07/04/2020,M,3
Bihar,08/04/2020,M,1
Bihar,09/04/2020,F,12
Bihar,09/04/2020,M,7
Bihar,10/04/2020,F,1
Bihar,10/04/2020,M,1
Bihar,11/04/2020,M,3
Bihar,11/04/2020,F,1
Bihar,13/04/2020,M,2
Bihar,15/04/2020,M,4
Bihar,15/04/2020,F,2
Bihar,16/04/2020,F,6
Bihar,16/04/2020,M,5
Bihar,17/04/2020,Unknown,2
Bihar,18/04/2020,F,1
Bihar,19/04/2020,M,9
Bihar,19/04/2020,F,1
Bihar,20/04/2020,M,10
Bihar,20/04/2020,F,7
Bihar,21/04/2020,F,8
Bihar,21/04/2020,M,5
Bihar,22/04/2020,M,10
Bihar,22/04/2020,Unknown,5
Bihar,22/04/2020,F,2
Bihar,23/04/2020,F,14
Bihar,23/04/2020,M,13
Bihar,24/04/2020,F,27
Bihar,24/04/2020,M,26
Bihar,25/04/2020,M,18
Bihar,25/04/2020,F,10
Bihar,26/04/2020,M,19
Bihar,26/04/2020,F,7
Bihar,27/04/2020,M,46
Bihar,27/04/2020,F,23
Bihar,28/04/2020,M,18
Bihar,28/04/2020,Unknown,3
Bihar,28/04/2020,F,2
Bihar,29/04/2020,F,19
Bihar,29/04/2020,M,18
Bihar,30/04/2020,M,19
Bihar,30/04/2020,Unknown,5
Bihar,30/04/2020,F,3
Bihar,01/05/2020,M,28
Bihar,01/05/2020,F,14
Bihar,01/05/2020,Unknown,2
Bihar,02/05/2020,M,10
Bihar,02/05/2020,Unknown,9
Bihar,02/05/2020,F,6
Bihar,03/05/2020,M,26
Bihar,03/05/2020,F,10
Bihar,03/05/2020,Unknown,7
Bihar,04/05/2020,M,7
Bihar,04/05/2020,Unknown,5
Bihar,04/05/2020,F,4
Bihar,05/05/2020,Unknown,6
Bihar,05/05/2020,M,5
Bihar,05/05/2020,F,2
Bihar,06/05/2020,M,5
Bihar,06/05/2020,F,2
Bihar,07/05/2020,Unknown,15
Bihar,07/05/2020,M,8
Bihar,07/05/2020,F,1
Bihar,08/05/2020,M,26
Bihar,08/05/2020,Unknown,5
Bihar,08/05/2020,F,3
Bihar,09/05/2020,M,31
Bihar,09/05/2020,Unknown,12
Bihar,09/05/2020,F,1
Bihar,10/05/2020,M,94
Bihar,10/05/2020,Unknown,10
Bihar,10/05/2020,F,3
Bihar,11/05/2020,M,41
Bihar,11/05/2020,Unknown,6
Bihar,11/05/2020,F,1
Bihar,12/05/2020,M,123
Bihar,12/05/2020,F,13
Bihar,12/05/2020,Unknown,6
Bihar,13/05/2020,M,69
Bihar,13/05/2020,Unknown,10
Bihar,13/05/2020,F,5
Bihar,14/05/2020,M,44
Bihar,14/05/2020,Unknown,6
Bihar,14/05/2020,F,2
Bihar,15/05/2020,M,29
Bihar,15/05/2020,Unknown,26
Bihar,15/05/2020,F,5
Bihar,16/05/2020,M,138
Bihar,16/05/2020,F,9
Bihar,16/05/2020,Unknown,5
Bihar,17/05/2020,M,116
Bihar,17/05/2020,F,26
Bihar,18/05/2020,M,92
Bihar,18/05/2020,Unknown,20
Bihar,18/05/2020,F,12
Bihar,19/05/2020,M,82
Bihar,19/05/2020,F,14
Bihar,20/05/2020,M,50
Bihar,20/05/2020,Unknown,15
Bihar,20/05/2020,F,4
Bihar,21/05/2020,M,200
Bihar,21/05/2020,F,11
Bihar,21/05/2020,Unknown,6
Bihar,22/05/2020,M,166
Bihar,22/05/2020,Unknown,60
Bihar,22/05/2020,F,13
Bihar,23/05/2020,M,210
Bihar,23/05/2020,F,18
Bihar,23/05/2020,Unknown,11
Bihar,24/05/2020,M,172
Bihar,24/05/2020,F,8
Bihar,24/05/2020,Unknown,1
Bihar,25/05/2020,M,155
Bihar,25/05/2020,Unknown,28
Bihar,25/05/2020,F,8
Bihar,26/05/2020,M,217
Bihar,26/05/2020,Unknown,29
Bihar,26/05/2020,F,14
Bihar,27/05/2020,M,98
Bihar,27/05/2020,Unknown,35
Bihar,27/05/2020,F,8
Bihar,28/05/2020,M,124
Bihar,28/05/2020,F,25
Bihar,28/05/2020,Unknown,15
Bihar,29/05/2020,M,143
Bihar,29/05/2020,Unknown,38
Bihar,29/05/2020,F,10
Bihar,30/05/2020,M,169
Bihar,30/05/2020,F,37
Bihar,30/05/2020,Unknown,17
Bihar,31/05/2020,M,210
Bihar,31/05/2020,F,32
Bihar,31/05/2020,Unknown,16
Bihar,01/06/2020,Unknown,108
Bihar,01/06/2020,M,67
Bihar,01/06/2020,F,6
Bihar,02/06/2020,M,131
Bihar,02/06/2020,F,20
Bihar,02/06/2020,Unknown,10
Bihar,03/06/2020,M,196
Bihar,03/06/2020,Unknown,36
Bihar,03/06/2020,F,34
Bihar,04/06/2020,M,108
Bihar,04/06/2020,Unknown,21
Bihar,04/06/2020,F,18
Bihar,05/06/2020,M,126
Bihar,05/06/2020,Unknown,22
Bihar,05/06/2020,F,20
Bihar,06/06/2020,M,206
Bihar,06/06/2020,F,27
Bihar,06/06/2020,Unknown,9
Bihar,07/06/2020,M,218
Bihar,07/06/2020,F,21
Bihar,07/06/2020,Unknown,21
Bihar,08/06/2020,M,154
Bihar,08/06/2020,F,22
Bihar,08/06/2020,Unknown,17
Bihar,08/06/2020,M ,1
Bihar,09/06/2020,M,185
Bihar,09/06/2020,Unknown,53
Bihar,09/06/2020,F,23
Bihar,10/06/2020,M,214
Bihar,10/06/2020,Unknown,35
Bihar,10/06/2020,F,29
Bihar,11/06/2020,M,221
Bihar,11/06/2020,F,29
Bihar,11/06/2020,Unknown,23
Bihar,12/06/2020,M,131
Bihar,12/06/2020,Unknown,29
Bihar,12/06/2020,F,17
Bihar,13/06/2020,M,175
Bihar,13/06/2020,Unknown,28
Bihar,13/06/2020,F,18
Bihar,14/06/2020,M,173
Bihar,14/06/2020,Unknown,30
Bihar,14/06/2020,F,13
Bihar,15/06/2020,M,154
Bihar,15/06/2020,F,33
Bihar,15/06/2020,Unknown,26
Bihar,16/06/2020,M,116
Bihar,16/06/2020,F,32
Bihar,16/06/2020,Unknown,28
Bihar,17/06/2020,M,102
Bihar,17/06/2020,F,28
Bihar,17/06/2020,Unknown,22
Bihar,18/06/2020,M,82
Bihar,18/06/2020,Unknown,28
Bihar,18/06/2020,F,18
Bihar,19/06/2020,M,209
Bihar,19/06/2020,F,41
Bihar,19/06/2020,Unknown,23
Bihar,20/06/2020,M,178
Bihar,20/06/2020,F,35
Bihar,20/06/2020,Unknown,24
Bihar,21/06/2020,M,141
Bihar,21/06/2020,Unknown,32
Bihar,21/06/2020,F,21
Bihar,22/06/2020,M,183
Bihar,22/06/2020,F,45
Bihar,22/06/2020,Unknown,15
Bihar,23/06/2020,M,138
Bihar,23/06/2020,Unknown,31
Bihar,23/06/2020,F,19
Bihar,24/06/2020,M,194
Bihar,24/06/2020,F,29
Bihar,24/06/2020,Unknown,10
Bihar,25/06/2020,M,189
Bihar,25/06/2020,Unknown,28
Bihar,25/06/2020,F,26
Bihar,26/06/2020,M,190
Bihar,26/06/2020,Unknown,26
Bihar,27/06/2020,M,301
Bihar,27/06/2020,Unknown,30
Bihar,28/06/2020,M,245
Bihar,28/06/2020,Unknown,32
Bihar,29/06/2020,M,112
Bihar,29/06/2020,Unknown,53
Bihar,30/06/2020,M,288
Bihar,30/06/2020,F,82
Bihar,30/06/2020,Unknown,24
Bihar,01/07/2020,M,162
Bihar,01/07/2020,F,55
Bihar,01/07/2020,Unknown,28
Bihar,02/07/2020,M,378
Bihar,02/07/2020,F,100
Bihar,02/07/2020,Unknown,25
Bihar,03/07/2020,Unknown,89
Bihar,04/07/2020,Unknown,60
Bihar,05/07/2020,Unknown,61
Bihar,06/07/2020,Unknown,63
Bihar,07/07/2020,Unknown,68
Bihar,08/07/2020,Unknown,69
Bihar,09/07/2020,Unknown,68
Bihar,10/07/2020,Unknown,56
Bihar,11/07/2020,Unknown,71
Bihar,12/07/2020,Unknown,82
Bihar,13/07/2020,Unknown,73
Bihar,14/07/2020,Unknown,82
Bihar,15/07/2020,Unknown,81
Bihar,16/07/2020,Unknown,78
Bihar,17/07/2020,Unknown,112
Chandigarh,19/03/2020,F,1
Chandigarh,20/03/2020,F,2
Chandigarh,20/03/2020,M,2
Chandigarh,22/03/2020,M,1
Chandigarh,23/03/2020,M,1
Chandigarh,27/03/2020,M,1
Chandigarh,30/03/2020,M,3
Chandigarh,30/03/2020,F,2
Chandigarh,31/03/2020,M,2
Chandigarh,01/04/2020,Unknown,2
Chandigarh,02/04/2020,F,1
Chandigarh,10/04/2020,M,1
Chandigarh,12/04/2020,F,2
Chandigarh,18/04/2020,M,2
Chandigarh,19/04/2020,M,2
Chandigarh,19/04/2020,F,1
Chandigarh,21/04/2020,Unknown,1
Chandigarh,25/04/2020,Unknown,1
Chandigarh,26/04/2020,F,4
Chandigarh,26/04/2020,M,3
Chandigarh,26/04/2020,Unknown,1
Chandigarh,27/04/2020,F,5
Chandigarh,27/04/2020,M,4
Chandigarh,28/04/2020,F,9
Chandigarh,28/04/2020,M,2
Chandigarh,29/04/2020,M,6
Chandigarh,29/04/2020,F,5
Chandigarh,29/04/2020,Unknown,1
Chandigarh,30/04/2020,Unknown,7
Chandigarh,01/05/2020,M,12
Chandigarh,01/05/2020,F,2
Chandigarh,02/05/2020,Unknown,2
Chandigarh,03/05/2020,Unknown,2
Chandigarh,03/05/2020,F,1
Chandigarh,03/05/2020,M,1
Chandigarh,04/05/2020,M,4
Chandigarh,04/05/2020,F,1
Chandigarh,04/05/2020,Unknown,1
Chandigarh,05/05/2020,Unknown,7
Chandigarh,05/05/2020,F,1
Chandigarh,06/05/2020,M,3
Chandigarh,06/05/2020,F,2
Chandigarh,07/05/2020,Unknown,5
Chandigarh,07/05/2020,F,2
Chandigarh,07/05/2020,M,1
Chandigarh,08/05/2020,Unknown,10
Chandigarh,08/05/2020,F,2
Chandigarh,09/05/2020,M,15
Chandigarh,09/05/2020,F,11
Chandigarh,10/05/2020,M,5
Chandigarh,11/05/2020,F,8
Chandigarh,11/05/2020,M,3
Chandigarh,11/05/2020,Unknown,1
Chandigarh,12/05/2020,F,4
Chandigarh,12/05/2020,M,2
Chandigarh,12/05/2020,Unknown,1
Chandigarh,13/05/2020,M,3
Chandigarh,13/05/2020,F,1
Chandigarh,14/05/2020,Unknown,1
Chandigarh,15/05/2020,Unknown,3
Chandigarh,16/05/2020,M,9
Chandigarh,16/05/2020,F,2
Chandigarh,18/05/2020,F,5
Chandigarh,18/05/2020,M,3
Chandigarh,19/05/2020,Unknown,2
Chandigarh,20/05/2020,M,3
Chandigarh,20/05/2020,F,2
Chandigarh,20/05/2020,Unknown,1
Chandigarh,21/05/2020,Unknown,8
Chandigarh,22/05/2020,F,1
Chandigarh,23/05/2020,M,4
Chandigarh,23/05/2020,F,3
Chandigarh,24/05/2020,F,9
Chandigarh,24/05/2020,M,6
Chandigarh,24/05/2020,Unknown,4
Chandigarh,25/05/2020,Unknown,5
Chandigarh,26/05/2020,F,7
Chandigarh,26/05/2020,M,3
Chandigarh,26/05/2020,Unknown,2
Chandigarh,27/05/2020,Unknown,1
Chandigarh,28/05/2020,M,7
Chandigarh,28/05/2020,F,2
Chandigarh,28/05/2020,Unknown,2
Chandigarh,30/05/2020,Unknown,1
Chandigarh,31/05/2020,F,1
Chandigarh,31/05/2020,M,1
